id_hecho,federal,tipo_persona,provincia_nombre,departamento_nombre,localidad_nombre,latitud,longitud,anio,mes,fecha_hecho,hora_hecho,calle_nombre,calle_altura,calle_interseccion,calle_interseccion_nombre,semaforo_estado,tipo_lugar,modo_produccion_hecho,clima_condicion,clima_otro,motivo_origen_registro,victima_sexo,victima_tr_edad,victima_18_años_o_mas,victima_clase,victima_vehiculo,victima_identidad_genero,inculpado_sexo,inculpado_tr_edad,inculpado_18_años_o_mas,inculpado_vehiculo
39605,No,Víctima,Jujuy,Santa Bárbara,Palma Sola,-24,-64,2022,marzo,06/03/2022,20:25:00,RUTA PROVINCIAL 6,,Sí,AGUA NEGRA,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,15-19,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39605,No,Víctima,Jujuy,Santa Bárbara,Palma Sola,-24,-64,2022,marzo,06/03/2022,20:25:00,RUTA PROVINCIAL 6,,Sí,AGUA NEGRA,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,35-39,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39606,No,Imputado,Misiones,Eldorado,Eldorado,-26,-55,2022,julio,15/07/2022,19:30:00,LA PAMPA,8,No,,Sin semáforo,Calle,Colisión vehículo-persona,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,35-39,Sí,Automóvil
39606,No,Víctima,Misiones,Eldorado,Eldorado,-26,-55,2022,julio,15/07/2022,19:30:00,LA PAMPA,8,No,,Sin semáforo,Calle,Colisión vehículo-persona,Bueno,,Intervención policial,Masculino,70-74,No corresponde,Peatón,No corresponde,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39607,No,Imputado,Misiones,San Ignacio,Hipólito Yrigoyen,,,2022,julio,21/07/2022,11:45:00,Ruta Nacial N° 12,1429,Sí,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,50-54,Sí,Camión
39607,No,Víctima,Misiones,San Ignacio,Hipólito Yrigoyen,,,2022,julio,21/07/2022,11:45:00,Ruta Nacial N° 12,1429,Sí,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,40-44,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39607,No,Víctima,Misiones,San Ignacio,Hipólito Yrigoyen,,,2022,julio,21/07/2022,11:45:00,Ruta Nacial N° 12,1429,Sí,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,Femenino,35-39,No corresponde,Acompañante,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39607,No,Víctima,Misiones,San Ignacio,Hipólito Yrigoyen,,,2022,julio,21/07/2022,11:45:00,Ruta Nacial N° 12,1429,Sí,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,4 o menos,No corresponde,Acompañante,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39608,No,Imputado,Misiones,San Ignacio,Corpus,,,2022,julio,02/07/2022,0:05:00,Ruta Provincial N° 6,54,No,,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,30-34,Sí,Camioneta
39608,No,Víctima,Misiones,San Ignacio,Corpus,,,2022,julio,02/07/2022,0:05:00,Ruta Provincial N° 6,54,No,,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,35-39,No corresponde,Acompañante,Camioneta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39609,No,Imputado,Misiones,Oberá,Campo Viera,,,2022,julio,08/07/2022,18:45:00,RUTA NACIONAL N° 14,896,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
39609,No,Víctima,Misiones,Oberá,Campo Viera,,,2022,julio,08/07/2022,18:45:00,RUTA NACIONAL N° 14,896,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Sin determinar,,Intervención policial,Femenino,25-29,No corresponde,Conductor,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39610,No,Imputado,Misiones,Montecarlo,Montecarlo,-27,-55,2022,julio,03/07/2022,21:00:00,ANTONIO ARREDONDO,0,Sí,FEDERICO ZIMMER,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,25-29,Sí,Automóvil
39610,No,Víctima,Misiones,Montecarlo,Montecarlo,-27,-55,2022,julio,03/07/2022,21:00:00,ANTONIO ARREDONDO,0,Sí,FEDERICO ZIMMER,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,35-39,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39611,No,Imputado,Misiones,Iguazú,Libertad,,,2022,agosto,29/08/2022,20:30:00,Ruta Nacional Doce KM 1614,1614,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
39611,No,Víctima,Misiones,Iguazú,Libertad,,,2022,agosto,29/08/2022,20:30:00,Ruta Nacional Doce KM 1614,1614,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Femenino,70-74,No corresponde,Pasajero,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39611,No,Víctima,Misiones,Iguazú,Libertad,,,2022,agosto,29/08/2022,20:30:00,Ruta Nacional Doce KM 1614,1614,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,75-79,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39611,No,Víctima,Misiones,Iguazú,Libertad,,,2022,agosto,29/08/2022,20:30:00,Ruta Nacional Doce KM 1614,1614,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,4 o menos,No corresponde,Pasajero,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39611,No,Víctima,Misiones,Iguazú,Libertad,,,2022,agosto,29/08/2022,20:30:00,Ruta Nacional Doce KM 1614,1614,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Femenino,4 o menos,No corresponde,Pasajero,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39611,No,Víctima,Misiones,Iguazú,Libertad,,,2022,agosto,29/08/2022,20:30:00,Ruta Nacional Doce KM 1614,1614,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Femenino,35-39,No corresponde,Pasajero,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39611,No,Víctima,Misiones,Iguazú,Libertad,,,2022,agosto,29/08/2022,20:30:00,Ruta Nacional Doce KM 1614,1614,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,45-49,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39612,No,Víctima,Misiones,General Manuel Belgrano,Bernardo de Irigoyen,,,2022,agosto,14/08/2022,4:40:00,RUTA PROVINCIAL N° 19,0,No,,Sin semáforo,Ruta Provincial,Colisión vehículo-persona,Sin determinar,,Intervención policial,Masculino,50-54,No corresponde,Peatón,No corresponde,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39613,No,Imputado,Misiones,Apóstoles,Apóstoles,-28,-56,2022,agosto,27/08/2022,11:30:00,RUTA PROVINCIAL 1,0,Sí,CALLE BELGRANO,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,30-34,Sí,Colectivo
39613,No,Víctima,Misiones,Apóstoles,Apóstoles,-28,-56,2022,agosto,27/08/2022,11:30:00,RUTA PROVINCIAL 1,0,Sí,CALLE BELGRANO,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Bueno,,Intervención policial,Femenino,45-49,No corresponde,Conductor,Motocicleta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39614,No,Imputado,Misiones,Leandro N. Alem,Leandro N. Alem,-28,-55,2022,agosto,04/08/2022,7:50:00,RUTA NACIONAL Nº 14,854,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Lluvia,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,35-39,Sí,Camión
39614,No,Víctima,Misiones,Leandro N. Alem,Leandro N. Alem,-28,-55,2022,agosto,04/08/2022,7:50:00,RUTA NACIONAL Nº 14,854,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Lluvia,,Intervención policial,Masculino,20-24,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39615,No,Víctima,Misiones,Leandro N. Alem,Cerro Azul,,,2022,agosto,20/08/2022,11:00:00,RUTA NACIONAL Nº 14,824,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,30-34,No corresponde,Conductor,Camión,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39616,No,Imputado,Jujuy,Ledesma,Fraile Pintado,,,2022,abril,28/04/2022,23:55:00,RUTA PROVINCIAL 20,,Sí,ALTURA DE LA LOCALIDAD DE FRAILE PINTADO,Sin semáforo,Ruta Provincial,Colisión vehículo-persona,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Camioneta
39616,No,Víctima,Jujuy,Ledesma,Fraile Pintado,,,2022,abril,28/04/2022,23:55:00,RUTA PROVINCIAL 20,,Sí,ALTURA DE LA LOCALIDAD DE FRAILE PINTADO,Sin semáforo,Ruta Provincial,Colisión vehículo-persona,Sin determinar,,Intervención policial,Masculino,60-64,No corresponde,Peatón,No corresponde,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39617,No,Víctima,Chubut,Biedma,Puerto Madryn,-43,-65,2022,junio,04/06/2022,16:00:00,Vitto Roca,,Sí,Alberracin,Sin determinar,Calle,Colisión vehículo-persona,Sin determinar,,Intervención policial,Femenino,50-54,No corresponde,Conductor,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39618,No,Imputado,Salta,Grl. José de San Martín,Aguaray,-22,-64,2022,junio,17/06/2022,0:41:00,MARIANO MORENO,,Sí,CALLE BALCARCE,Sin determinar,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,40-44,Sí,Automóvil
39618,No,Víctima,Salta,Grl. José de San Martín,Aguaray,-22,-64,2022,junio,17/06/2022,0:41:00,MARIANO MORENO,,Sí,CALLE BALCARCE,Sin determinar,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,30-34,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39619,No,Imputado,Salta,Orán,San Ramón de la Nueva Orán (Est. Orán),-23,-64,2022,junio,21/06/2022,21:25:00,RUTA NACIONAL Nº 50,,Sí,DORREGO,Sin determinar,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,65-69,Sí,Camioneta
39619,No,Víctima,Salta,Orán,San Ramón de la Nueva Orán (Est. Orán),-23,-64,2022,junio,21/06/2022,21:25:00,RUTA NACIONAL Nº 50,,Sí,DORREGO,Sin determinar,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,40-44,No corresponde,Conductor,Bicicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39620,No,Imputado,Salta,Orán,Pichanal,,,2022,junio,23/06/2022,4:24:00,RUTA PROVINCIAL Nº 5,,Sí,KM 33,Sin determinar,Ruta Provincial,Vuelco-Despistes,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
39620,No,Víctima,Salta,Orán,Pichanal,,,2022,junio,23/06/2022,4:24:00,RUTA PROVINCIAL Nº 5,,Sí,KM 33,Sin determinar,Ruta Provincial,Vuelco-Despistes,Sin determinar,,Intervención policial,Masculino,20-24,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39621,No,Imputado,Salta,Chicoana,El Carril,,,2022,junio,25/06/2022,12:25:00,RUTA NACIONAL Nº 68,,Sí,KM 152,Sin determinar,Ruta Nacional,Vuelco-Despistes,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
39621,No,Víctima,Salta,Chicoana,El Carril,,,2022,junio,25/06/2022,12:25:00,RUTA NACIONAL Nº 68,,Sí,KM 152,Sin determinar,Ruta Nacional,Vuelco-Despistes,Sin determinar,,Intervención policial,Femenino,35-39,No corresponde,Conductor,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39622,No,Imputado,Salta,Anta,Nuestra Señora de Talavera,,,2022,junio,26/06/2022,6:50:00,RUTA NACIONAL Nº 16 KM 531,0,,,Sin determinar,Ruta Nacional,Otro,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
39622,No,Víctima,Salta,Anta,Nuestra Señora de Talavera,,,2022,junio,26/06/2022,6:50:00,RUTA NACIONAL Nº 16 KM 531,0,,,Sin determinar,Ruta Nacional,Otro,Sin determinar,,Intervención policial,Masculino,20-24,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39623,No,Imputado,Salta,Rosario de Lerma,Rosario de Lerma,-25,-66,2022,junio,27/06/2022,21:25:00,JUAN B JUSTO,,Sí,CNEL. MOLDES,Sin determinar,Calle,Colisión vehículo-objeto,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
39623,No,Víctima,Salta,Rosario de Lerma,Rosario de Lerma,-25,-66,2022,junio,27/06/2022,21:25:00,JUAN B JUSTO,,Sí,CNEL. MOLDES,Sin determinar,Calle,Colisión vehículo-objeto,Sin determinar,,Intervención policial,Masculino,20-24,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39624,No,Imputado,Misiones,Cainguás,Dos de Mayo Núcleo I,,,2022,agosto,17/08/2022,7:35:00,RUTA NACIONAL N° 14,,Sí,ACCESO AL PUEBLO DE DOS DE MAYO,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,25-29,Sí,Automóvil
39624,No,Víctima,Misiones,Cainguás,Dos de Mayo Núcleo I,,,2022,agosto,17/08/2022,7:35:00,RUTA NACIONAL N° 14,,Sí,ACCESO AL PUEBLO DE DOS DE MAYO,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,15-19,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39625,No,Imputado,Misiones,Cainguás,Dos de Mayo Núcleo I,,,2022,agosto,17/08/2022,18:30:00,PICADA INDUMAR,1,No,,Sin semáforo,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,15-19,No,Camión
39625,No,Víctima,Misiones,Cainguás,Dos de Mayo Núcleo I,,,2022,agosto,17/08/2022,18:30:00,PICADA INDUMAR,1,No,,Sin semáforo,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,15-19,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39626,No,Imputado,Salta,Capital,Salta,,,2022,junio,19/06/2022,18:20:00,ACCESO A LA VIRGEN DEL CERRO,0,,,Sin determinar,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,20-24,Sí,Motocicleta
39626,No,Víctima,Salta,Capital,Salta,,,2022,junio,19/06/2022,18:20:00,ACCESO A LA VIRGEN DEL CERRO,0,,,Sin determinar,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,45-49,No corresponde,Conductor,Bicicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39627,No,Imputado,Salta,Orán,San Ramón de la Nueva Orán (Est. Orán),-23,-64,2022,julio,10/07/2022,23:30:00,RUTA NACIONAL Nº 50,,Sí,CALLE NOGUES Y SARMIENTO,Sin determinar,Ruta Nacional,Otro,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
39627,No,Víctima,Salta,Orán,San Ramón de la Nueva Orán (Est. Orán),-23,-64,2022,julio,10/07/2022,23:30:00,RUTA NACIONAL Nº 50,,Sí,CALLE NOGUES Y SARMIENTO,Sin determinar,Ruta Nacional,Otro,Sin determinar,,Intervención policial,Masculino,45-49,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39628,No,Imputado,Salta,Cerrillos,San Agustín,,,2022,julio,14/07/2022,11:34:00,RUTA PROVINCIAL Nº 21,,Sí,KM 18,Sin determinar,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
39628,No,Víctima,Salta,Cerrillos,San Agustín,,,2022,julio,14/07/2022,11:34:00,RUTA PROVINCIAL Nº 21,,Sí,KM 18,Sin determinar,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,30-34,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39628,No,Víctima,Salta,Cerrillos,San Agustín,,,2022,julio,14/07/2022,11:34:00,RUTA PROVINCIAL Nº 21,,Sí,KM 18,Sin determinar,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,45-49,No corresponde,Conductor,Bicicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39629,No,Víctima,Salta,Capital,Salta,-25,-65,2022,julio,15/07/2022,14:42:00,CIRCUNVALACION SUR-ESTE,,Sí,ALTURA RIO ARIAS,Sin determinar,Calle,Colisión vehículo-objeto,Sin determinar,,Intervención policial,Masculino,30-34,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39630,No,Imputado,Salta,Orán,Colonia Santa Rosa,-23,-64,2022,julio,15/07/2022,22:05:00,AV. LOS JESUITAS,200,Sí,INGRESO BARRIO LAS PALMERAS,Sin determinar,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,25-29,Sí,Motocicleta
39630,No,Imputado,Salta,Orán,Colonia Santa Rosa,-23,-64,2022,julio,15/07/2022,22:05:00,AV. LOS JESUITAS,200,Sí,INGRESO BARRIO LAS PALMERAS,Sin determinar,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,15-19,No,Motocicleta
39630,No,Víctima,Salta,Orán,Colonia Santa Rosa,-23,-64,2022,julio,15/07/2022,22:05:00,AV. LOS JESUITAS,200,Sí,INGRESO BARRIO LAS PALMERAS,Sin determinar,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,25-29,No corresponde,Acompañante,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39631,No,Imputado,Salta,Orán,Urundel,,,2022,julio,18/07/2022,0:30:00,RUTA NACIONAL Nº 34,,Sí,KM 1289,Sin determinar,Ruta Nacional,Colisión vehículo-persona,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,55-59,Sí,Camión
39631,No,Víctima,Salta,Orán,Urundel,,,2022,julio,18/07/2022,0:30:00,RUTA NACIONAL Nº 34,,Sí,KM 1289,Sin determinar,Ruta Nacional,Colisión vehículo-persona,Sin determinar,,Intervención policial,Masculino,45-49,No corresponde,Peatón,No corresponde,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39632,No,Imputado,Salta,Grl. José de San Martín,Tartagal,-23,-64,2022,julio,18/07/2022,18:38:00,CALLE ESPAÑA,,Sí,Bº SAN SILVESTRE SOBRE GASODUCTO,Sin determinar,Calle,Colisión vehículo-persona,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,50-54,Sí,Camión
39632,No,Víctima,Salta,Grl. José de San Martín,Tartagal,-23,-64,2022,julio,18/07/2022,18:38:00,CALLE ESPAÑA,,Sí,Bº SAN SILVESTRE SOBRE GASODUCTO,Sin determinar,Calle,Colisión vehículo-persona,Sin determinar,,Intervención policial,Masculino,4 o menos,No corresponde,Peatón,No corresponde,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39633,No,Imputado,Salta,Metán,San José de Metán (Est. Metán),-26,-65,2022,julio,23/07/2022,1:30:00,RUTA PROVINCIAL Nº 45,,Sí,JUJUY,Sin determinar,Ruta Provincial,Vuelco-Despistes,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
39633,No,Víctima,Salta,Metán,San José de Metán (Est. Metán),-26,-65,2022,julio,23/07/2022,1:30:00,RUTA PROVINCIAL Nº 45,,Sí,JUJUY,Sin determinar,Ruta Provincial,Vuelco-Despistes,Sin determinar,,Intervención policial,Masculino,45-49,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39634,No,Imputado,Salta,Capital,Salta,-25,-65,2022,julio,24/07/2022,6:44:00,SAN MARTIN,,Sí,HIPOLITO YRIGOYEN,Sin determinar,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Femenino,45-49,Sí,Automóvil
39634,No,Víctima,Salta,Capital,Salta,-25,-65,2022,julio,24/07/2022,6:44:00,SAN MARTIN,,Sí,HIPOLITO YRIGOYEN,Sin determinar,Calle,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,30-34,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39635,No,Imputado,Salta,Rosario de Lerma,La Silleta,,,2022,julio,27/07/2022,15:41:00,RUTA NACIONA Nº 51,,Sí,KM 07,Sin determinar,Ruta Nacional,Colisión vehículo-persona,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,30-34,Sí,Camioneta
39635,No,Víctima,Salta,Rosario de Lerma,La Silleta,,,2022,julio,27/07/2022,15:41:00,RUTA NACIONA Nº 51,,Sí,KM 07,Sin determinar,Ruta Nacional,Colisión vehículo-persona,Sin determinar,,Intervención policial,Femenino,15-19,No corresponde,Peatón,No corresponde,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39636,No,Imputado,Salta,Orán,San Ramón de la Nueva Orán (Est. Orán),-23,-64,2022,agosto,03/08/2022,7:15:00,RUTA NACIONAL Nº 50,,Sí,ALTURA TRES PILARES BARRIO CABALLITO,Sin determinar,Ruta Nacional,Colisión vehículo-persona,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,40-44,Sí,Colectivo
39636,No,Víctima,Salta,Orán,San Ramón de la Nueva Orán (Est. Orán),-23,-64,2022,agosto,03/08/2022,7:15:00,RUTA NACIONAL Nº 50,,Sí,ALTURA TRES PILARES BARRIO CABALLITO,Sin determinar,Ruta Nacional,Colisión vehículo-persona,Sin determinar,,Intervención policial,Masculino,45-49,No corresponde,Peatón,No corresponde,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39637,No,Imputado,Salta,Anta,Coronel Mollinedo,-25,-64,2022,agosto,05/08/2022,13:15:00,RUTA PROVINCIAL N° 5,,Sí,SENTIDO SUR A 4 KM,Sin determinar,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,55-59,Sí,Camión
39637,No,Víctima,Salta,Anta,Coronel Mollinedo,-25,-64,2022,agosto,05/08/2022,13:15:00,RUTA PROVINCIAL N° 5,,Sí,SENTIDO SUR A 4 KM,Sin determinar,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,35-39,No corresponde,Conductor,Camioneta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39638,No,Imputado,Salta,La Viña,La Viña,,,2022,agosto,05/08/2022,19:40:00,RUTA PROVINCIAL Nº 6,,Sí,KM 02,Sin determinar,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,40-44,Sí,Camioneta
39638,No,Víctima,Salta,La Viña,La Viña,,,2022,agosto,05/08/2022,19:40:00,RUTA PROVINCIAL Nº 6,,Sí,KM 02,Sin determinar,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Femenino,65-69,No corresponde,Conductor,Bicicleta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
39639,No,Imputado,Salta,Metán,San José de Metán (Est. Metán),,,2022,agosto,06/08/2022,13:20:00,RUTA NACIONAL Nº 16,,Sí,A 3 KM DE ESTECO - FINCA EL GUANACO,Sin determinar,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,65-69,Sí,Camión
39639,No,Víctima,Salta,Metán,San José de Metán (Est. Metán),,,2022,agosto,06/08/2022,13:20:00,RUTA NACIONAL Nº 16,,Sí,A 3 KM DE ESTECO - FINCA EL GUANACO,Sin determinar,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,65-69,No corresponde,Conductor,Camioneta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
39640,No,Víctima,San Juan,Valle Fértil,Villa San Agustín,-31,-67,2022,junio,23/06/2022,17:00:00,ruta 510,,Sí,aguas cercadas,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Sin determinar,,Orden judicial,Masculino,25-29,No corresponde,Conductor,Otro,Varón,No corresponde,No corresponde,No corresponde,No corresponde
