id_hecho,federal,tipo_persona,provincia_nombre,departamento_nombre,localidad_nombre,latitud,longitud,anio,mes,fecha_hecho,hora_hecho,calle_nombre,calle_altura,calle_interseccion,calle_interseccion_nombre,semaforo_estado,tipo_lugar,modo_produccion_hecho,clima_condicion,clima_otro,motivo_origen_registro,victima_sexo,victima_tr_edad,victima_18_años_o_mas,victima_clase,victima_vehiculo,victima_identidad_genero,inculpado_sexo,inculpado_tr_edad,inculpado_18_años_o_mas,inculpado_vehiculo
31482,No,Imputado,Misiones,Iguazú,Libertad,,,2021,enero,10/01/2021,17:00:00,SIN NOMBRE,0,Sí,BARRIO SAN ISIDRO LABRADOR,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,25-29,Sí,Motocicleta
31482,No,Víctima,Misiones,Iguazú,Libertad,,,2021,enero,10/01/2021,17:00:00,SIN NOMBRE,0,Sí,BARRIO SAN ISIDRO LABRADOR,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,Sin determinar,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31484,No,Imputado,Misiones,Iguazú,Puerto Iguazú,,,2021,enero,23/01/2021,6:45:00,SIN NOMBRE,0,Sí,600 HECTAREAS FRENTE HOTEL LOIS SUIT,Sin semáforo,Calle,Vuelco-Despistes,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
31484,No,Víctima,Misiones,Iguazú,Puerto Iguazú,,,2021,enero,23/01/2021,6:45:00,SIN NOMBRE,0,Sí,600 HECTAREAS FRENTE HOTEL LOIS SUIT,Sin semáforo,Calle,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,40-44,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31484,No,Víctima,Misiones,Iguazú,Puerto Iguazú,,,2021,enero,23/01/2021,6:45:00,SIN NOMBRE,0,Sí,600 HECTAREAS FRENTE HOTEL LOIS SUIT,Sin semáforo,Calle,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,30-34,No corresponde,Acompañante,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31548,No,Imputado,Misiones,San Javier,Itacaruaré,,,2021,enero,28/01/2021,12:37:00,RUTA PROVINCIAL N° 4,0,Sí,RUTA PROVINCIAL N° 2,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,65-69,Sí,Camioneta
31548,No,Víctima,Misiones,San Javier,Itacaruaré,,,2021,enero,28/01/2021,12:37:00,RUTA PROVINCIAL N° 4,0,Sí,RUTA PROVINCIAL N° 2,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,25-29,No corresponde,Acompañante,Camioneta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31549,No,Imputado,Formosa,Patiño,Las Lomitas,,,2021,enero,04/01/2021,17:20:00,RUTA NACIONAL N° 81,,Sí,Ex MOTEL  DESEOS,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,30-34,Sí,Camioneta
31549,No,Víctima,Formosa,Patiño,Las Lomitas,,,2021,enero,04/01/2021,17:20:00,RUTA NACIONAL N° 81,,Sí,Ex MOTEL  DESEOS,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,Femenino,40-44,No corresponde,Conductor,Motocicleta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31550,No,Imputado,Formosa,Formosa,Formosa,-26,-58,2021,enero,31/01/2021,6:20:00,Avenida Gendarmería Nacional,,Sí,Avenida Italia,Sin semáforo,Calle,Colisión vehículo-objeto,Lluvia,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
31550,No,Víctima,Formosa,Formosa,Formosa,-26,-58,2021,enero,31/01/2021,6:20:00,Avenida Gendarmería Nacional,,Sí,Avenida Italia,Sin semáforo,Calle,Colisión vehículo-objeto,Lluvia,,Intervención policial,Masculino,25-29,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31552,No,Víctima,Misiones,Apóstoles,Tres Capones,,,2021,enero,10/01/2021,17:00:00,CAMINO VECINAL TERRADO,50,No,,Sin semáforo,Calle,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,25-29,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31555,No,Imputado,Misiones,Guaraní,El Soberbio,,,2021,enero,01/01/2021,20:15:00,RUTA PROVINCIAL COSTERA N° 2,2,No,,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,20-24,Sí,Automóvil
31555,No,Víctima,Misiones,Guaraní,El Soberbio,,,2021,enero,01/01/2021,20:15:00,RUTA PROVINCIAL COSTERA N° 2,2,No,,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,20-24,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31600,No,Imputado,Misiones,Guaraní,San Vicente,,,2021,febrero,05/02/2021,16:30:00,RUTA NACIONAL N° 14,977,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,20-24,Sí,Camión
31600,No,Víctima,Misiones,Guaraní,San Vicente,,,2021,febrero,05/02/2021,16:30:00,RUTA NACIONAL N° 14,977,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,15-19,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31601,No,Imputado,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,Ushuaia,,,2021,enero,22/01/2021,19:15:00,Ruta Nacional Nº3,3042,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,15-19,No,Automóvil
31601,No,Víctima,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,Ushuaia,,,2021,enero,22/01/2021,19:15:00,Ruta Nacional Nº3,3042,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,15-19,No corresponde,Acompañante,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31601,No,Víctima,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,Ushuaia,,,2021,enero,22/01/2021,19:15:00,Ruta Nacional Nº3,3042,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Bueno,,Intervención policial,Femenino,15-19,No corresponde,Acompañante,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31601,No,Víctima,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,Ushuaia,,,2021,enero,22/01/2021,19:15:00,Ruta Nacional Nº3,3042,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Bueno,,Intervención policial,Femenino,15-19,No corresponde,Acompañante,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31602,No,Imputado,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Grande,Tolhuin,,,2021,enero,10/01/2021,6:20:00,Ruta Nacional Nº3,2981,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,55-59,Sí,Camioneta
31602,No,Víctima,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Grande,Tolhuin,,,2021,enero,10/01/2021,6:20:00,Ruta Nacional Nº3,2981,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,20-24,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31611,No,Imputado,Entre Ríos,Colón,San José,-32,-58,2021,enero,28/01/2021,21:00:00,MITRE,,Sí,BELGRANO,Sin semáforo,Calle,Colisión vehículo-persona,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,25-29,Sí,Motocicleta
31611,No,Víctima,Entre Ríos,Colón,San José,-32,-58,2021,enero,28/01/2021,21:00:00,MITRE,,Sí,BELGRANO,Sin semáforo,Calle,Colisión vehículo-persona,Bueno,,Intervención policial,Masculino,65-69,No corresponde,Peatón,No corresponde,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31611,No,Víctima,Entre Ríos,Colón,San José,-32,-58,2021,enero,28/01/2021,21:00:00,MITRE,,Sí,BELGRANO,Sin semáforo,Calle,Colisión vehículo-persona,Bueno,,Intervención policial,Masculino,25-29,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31612,No,Imputado,Entre Ríos,Concordia,Concordia,-31,-58,2021,enero,01/01/2021,3:35:00,ALVEAR,,Sí,LAS HERAS,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,30-34,Sí,Automóvil
31612,No,Víctima,Entre Ríos,Concordia,Concordia,-31,-58,2021,enero,01/01/2021,3:35:00,ALVEAR,,Sí,LAS HERAS,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,30-34,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31613,No,Imputado,Entre Ríos,Concordia,Concordia,-31,-58,2021,enero,07/01/2021,11:10:00,SALTO URUGUAYO,,Sí,CARLOS PELLEGRINI,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,15-19,No,Motocicleta
31613,No,Víctima,Entre Ríos,Concordia,Concordia,-31,-58,2021,enero,07/01/2021,11:10:00,SALTO URUGUAYO,,Sí,CARLOS PELLEGRINI,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,25-29,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31614,No,Víctima,Entre Ríos,Concordia,Concordia,-31,-58,2021,enero,29/01/2021,2:40:00,AVDA. MONSEÑOR ROSCH,5000,No,,Sin semáforo,Calle,Colisión vehículo-objeto,Bueno,,Intervención policial,Masculino,35-39,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31615,No,Imputado,Entre Ríos,Concordia,Concordia,-31,-58,2021,enero,15/01/2021,18:30:00,AVDA. PRESIDENTE PERON,,Sí,AVDA. DE LOS TRABAJADORES,Sin semáforo,Calle,Colisión vehículo-objeto,Lluvia,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,40-44,Sí,Camioneta
31615,No,Víctima,Entre Ríos,Concordia,Concordia,-31,-58,2021,enero,15/01/2021,18:30:00,AVDA. PRESIDENTE PERON,,Sí,AVDA. DE LOS TRABAJADORES,Sin semáforo,Calle,Colisión vehículo-objeto,Lluvia,,Intervención policial,Femenino,15-19,No corresponde,Acompañante,Camioneta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31616,No,Imputado,Entre Ríos,Concordia,Concordia,-31,-58,2021,enero,15/01/2021,11:30:00,PRESIDENTE ILLIA,,Sí,CORTADA 59,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Orden judicial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,15-19,No,Camioneta
31616,No,Víctima,Entre Ríos,Concordia,Concordia,-31,-58,2021,enero,15/01/2021,11:30:00,PRESIDENTE ILLIA,,Sí,CORTADA 59,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Orden judicial,Masculino,45-49,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31617,No,Víctima,Entre Ríos,Diamante,Aldea Brasilera,,,2021,enero,05/01/2021,19:00:00,CAMINO RURAL,,Sí,ACCESO A PARANA,Sin determinar,Calle,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,35-39,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31618,No,Víctima,Entre Ríos,Federación,Chajarí,-31,-58,2021,enero,25/01/2021,7:00:00,CEPEDA,,Sí,S/D,Sin determinar,Calle,Colisión vehículo-objeto,Sin determinar,,Intervención policial,Masculino,50-54,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31619,No,Imputado,Entre Ríos,Gualeguaychú,Larroque,-33,-59,2021,enero,24/01/2021,2:00:00,AVDA. ANTARTIDA ARGENTINA,,Sí,LAURENCENA,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Femenino,50-54,Sí,Automóvil
31619,No,Víctima,Entre Ríos,Gualeguaychú,Larroque,-33,-59,2021,enero,24/01/2021,2:00:00,AVDA. ANTARTIDA ARGENTINA,,Sí,LAURENCENA,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,Femenino,20-24,No corresponde,Conductor,Motocicleta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31620,No,Víctima,Entre Ríos,Islas del Ibicuy,Villa Paranacito,-34,-59,2021,enero,23/01/2021,11:19:00,RUTA PROVINCIAL 45,20,No,,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,45-49,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31621,No,Imputado,Entre Ríos,La Paz,Piedras Blancas,,,2021,enero,21/01/2021,8:15:00,"RUTA PROVINCIAL ""L""",,Sí,ARCO ACCESO,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,15-19,No,Camión
31621,No,Víctima,Entre Ríos,La Paz,Piedras Blancas,,,2021,enero,21/01/2021,8:15:00,"RUTA PROVINCIAL ""L""",,Sí,ARCO ACCESO,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,30-34,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31622,No,Imputado,Entre Ríos,Paraná,La Picada,-32,-60,2021,enero,12/01/2021,11:00:00,RUTA NACIONAL 12,460,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-objeto,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,55-59,Sí,Motocicleta
31622,No,Víctima,Entre Ríos,Paraná,La Picada,-32,-60,2021,enero,12/01/2021,11:00:00,RUTA NACIONAL 12,460,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-objeto,Bueno,,Intervención policial,Femenino,50-54,No corresponde,Acompañante,Motocicleta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31623,No,Víctima,Entre Ríos,Paraná,Paraná,-32,-61,2021,enero,01/01/2021,8:10:00,ALVARADO,,Sí,FALCON,Sin semáforo,Calle,Colisión vehículo-objeto,Bueno,,Intervención policial,Masculino,30-34,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31624,No,Imputado,Entre Ríos,Paraná,Paraná,-32,-60,2021,enero,20/01/2021,15:00:00,RUTA NACIONAL 12,,Sí,AVDA. JORGE NEWBERY,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,45-49,Sí,Camioneta
31624,No,Víctima,Entre Ríos,Paraná,Paraná,-32,-60,2021,enero,20/01/2021,15:00:00,RUTA NACIONAL 12,,Sí,AVDA. JORGE NEWBERY,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,Femenino,25-29,No corresponde,Conductor,Motocicleta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31625,No,Víctima,Entre Ríos,Villaguay,Paso de la Laguna,-32,-59,2021,enero,09/01/2021,17:00:00,RUTA PROVINCIAL 6,125,No,,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,Femenino,20-24,No corresponde,Conductor,Camioneta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31626,No,Imputado,Entre Ríos,Villaguay,Villaguay,,,2021,enero,31/01/2021,15:00:00,RUTA PROVINCIAL 6,75,No,,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Lluvia,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,55-59,Sí,Camioneta
31626,No,Víctima,Entre Ríos,Villaguay,Villaguay,,,2021,enero,31/01/2021,15:00:00,RUTA PROVINCIAL 6,75,No,,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Lluvia,,Intervención policial,Femenino,25-29,No corresponde,Acompañante,Camioneta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31642,No,Imputado,Misiones,Iguazú,Wanda,-26,-55,2021,febrero,07/02/2021,20:30:00,RUTA PROV 19,0,No,,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
31642,No,Víctima,Misiones,Iguazú,Wanda,-26,-55,2021,febrero,07/02/2021,20:30:00,RUTA PROV 19,0,No,,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,20-24,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31643,No,Imputado,Formosa,Pilcomayo,Palma Sola,,,2021,febrero,15/02/2021,0:00:00,RUTA  PROVINCIAL N° 4,,Sí,COLONIA ISLA CARAYA,Sin semáforo,Ruta Provincial,Colisión vehículo-persona,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,20-24,Sí,Automóvil
31643,No,Víctima,Formosa,Pilcomayo,Palma Sola,,,2021,febrero,15/02/2021,0:00:00,RUTA  PROVINCIAL N° 4,,Sí,COLONIA ISLA CARAYA,Sin semáforo,Ruta Provincial,Colisión vehículo-persona,Bueno,,Intervención policial,Masculino,30-34,No corresponde,Peatón,No corresponde,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31644,No,Imputado,Misiones,Iguazú,Esperanza,-26,-55,2021,febrero,25/02/2021,5:35:00,ALBERTO DUARTE,0,No,,Sin semáforo,Calle,Colisión vehículo-objeto,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Otro
31644,No,Víctima,Misiones,Iguazú,Esperanza,-26,-55,2021,febrero,25/02/2021,5:35:00,ALBERTO DUARTE,0,No,,Sin semáforo,Calle,Colisión vehículo-objeto,Bueno,,Intervención policial,Masculino,25-29,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31645,No,Imputado,Misiones,Guaraní,San Vicente,,,2021,febrero,22/02/2021,22:00:00,RUTA NACIONAL N° 14,985,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,55-59,Sí,Automóvil
31645,No,Víctima,Misiones,Guaraní,San Vicente,,,2021,febrero,22/02/2021,22:00:00,RUTA NACIONAL N° 14,985,No,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,35-39,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31646,No,Víctima,Misiones,Leandro N. Alem,Cerro Azul,,,2021,febrero,25/02/2021,11:15:00,RUTA NACIONAL N° 14,834,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,35-39,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31647,No,Imputado,Misiones,Oberá,Campo Viera,,,2021,febrero,22/02/2021,9:00:00,RUTA NACIONAL N° 14,0,Sí,EX KM 40,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Femenino,30-34,Sí,Automóvil
31647,No,Víctima,Misiones,Oberá,Campo Viera,,,2021,febrero,22/02/2021,9:00:00,RUTA NACIONAL N° 14,0,Sí,EX KM 40,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,75-79,No corresponde,Acompañante,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31648,No,Víctima,Misiones,Oberá,General Alvear,,,2021,febrero,07/02/2021,20:45:00,RUTA PROVINCIAL N° 5,0,Sí,sn,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Sin determinar,,Intervención policial,Masculino,40-44,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31649,No,Imputado,Misiones,Oberá,Guaraní,,,2021,febrero,08/02/2021,5:45:00,RUTA NACIONAL N° 14,860,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Sin determinar,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
31649,No,Víctima,Misiones,Oberá,Guaraní,,,2021,febrero,08/02/2021,5:45:00,RUTA NACIONAL N° 14,860,No,,Sin semáforo,Ruta Nacional,Vuelco-Despistes,Sin determinar,,Intervención policial,Masculino,25-29,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31650,No,Imputado,Neuquén,Aluminé,Aluminé,-39,-71,2021,enero,23/01/2021,18:18:00,ruta pcial 46,0,No,,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,35-39,Sí,Automóvil
31650,No,Víctima,Neuquén,Aluminé,Aluminé,-39,-71,2021,enero,23/01/2021,18:18:00,ruta pcial 46,0,No,,Sin semáforo,Ruta Provincial,Colisión vehículo-vehículo,Bueno,,Intervención policial,Femenino,Sin determinar,No corresponde,Acompañante,Automóvil,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31651,No,Víctima,Neuquén,Los Lagos,Villa La Angostura,,,2021,enero,12/01/2021,11:30:00,RUTA PROV. 65 . KM SIN INFORMAR (ZONA DENOMINADA PIEDRA BLANCA),0,No,,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,35-39,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31667,No,Imputado,Neuquén,Confluencia,Neuquén,-39,-68,2021,enero,08/01/2021,3:15:00,rutas nacional 22,0,Sí,chaco,Funcionaba,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,30-34,Sí,Automóvil
31667,No,Víctima,Neuquén,Confluencia,Neuquén,-39,-68,2021,enero,08/01/2021,3:15:00,rutas nacional 22,0,Sí,chaco,Funcionaba,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,Femenino,25-29,No corresponde,Conductor,Motocicleta,Mujer,No corresponde,No corresponde,No corresponde,No corresponde
31668,No,Imputado,Neuquén,Confluencia,Neuquén,-39,-68,2021,enero,11/01/2021,3:15:00,RODHE,,Sí,ENTRE  OLIVARES Y AVENIDA DEL TRABAJADOR,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Femenino,20-24,Sí,Automóvil
31668,No,Víctima,Neuquén,Confluencia,Neuquén,-39,-68,2021,enero,11/01/2021,3:15:00,RODHE,,Sí,ENTRE  OLIVARES Y AVENIDA DEL TRABAJADOR,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,20-24,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31669,No,Víctima,Neuquén,Confluencia,Cutral Có,-39,-69,2021,enero,17/01/2021,3:05:00,AVENIDA BENITO PEREZ,,Sí,MIRALLES,Sin semáforo,Calle,Vuelco-Despistes,Bueno,,Intervención policial,Masculino,25-29,No corresponde,Conductor,Automóvil,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31670,No,Imputado,Neuquén,Lácar,San Martín de los Andes,,,2021,enero,18/01/2021,14:12:00,RUTA NACIONAL 40 KM 2205300,0,,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,40-44,Sí,Camioneta
31670,No,Víctima,Neuquén,Lácar,San Martín de los Andes,,,2021,enero,18/01/2021,14:12:00,RUTA NACIONAL 40 KM 2205300,0,,,Sin semáforo,Ruta Nacional,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,65-69,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31671,No,Imputado,Catamarca,Tinogasta,Tinogasta,,,2021,enero,27/01/2021,19:40:00,Avenida Arturo Illia,99,Sí,Calle sin nombre,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,15-19,No,Motocicleta
31671,No,Víctima,Catamarca,Tinogasta,Tinogasta,,,2021,enero,27/01/2021,19:40:00,Avenida Arturo Illia,99,Sí,Calle sin nombre,Sin semáforo,Calle,Colisión vehículo-vehículo,Bueno,,Intervención policial,Masculino,55-59,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31672,No,Imputado,Catamarca,Andalgalá,El Alamito,,,2021,enero,02/01/2021,21:30:00,Ruta Provincial Nº 48 - Altura Paraje Pampas,99,No,,Sin semáforo,Ruta Provincial,Otro,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Sin determinar,Sin determinar,Sí,Sin determinar
31672,No,Víctima,Catamarca,Andalgalá,El Alamito,,,2021,enero,02/01/2021,21:30:00,Ruta Provincial Nº 48 - Altura Paraje Pampas,99,No,,Sin semáforo,Ruta Provincial,Otro,Bueno,,Intervención policial,Masculino,45-49,No corresponde,Conductor,Motocicleta,Varón,No corresponde,No corresponde,No corresponde,No corresponde
31673,No,Imputado,Entre Ríos,Concordia,Concordia,,,2021,enero,24/01/2021,0:30:00,RUTA PROVINCIAL A06,,Sí,PUENTE,Sin semáforo,Ruta Provincial,Vuelco-Despistes,Bueno,,Intervención policial,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,No corresponde,Masculino,30-34,Sí,Motocicleta
